document_name,category,text,answer
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Agreement Date,1 August 2019,08/01/2019
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Effective Date,1 August 2019,08/01/2019
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Expiration Date,This Agreement shall become effective on the date first written above and shall continue in effect for a period of Three (3) years.,08/01/2022
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Renewal Term,Distributor shall have the option to renew this Agreement for an additional Three (3) year period by providing prior written notice to Company within Ninety (90) days of the end of the initial period of this Agreement.,3 years
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Governing Law,"This Agreement is a contract under the laws of the State of Florida and for all purposes shall be governed by and construed in accordance with the substantive laws of the State of Florida, without regard to its principles of conflicts of laws provisions.",Florida
GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement.pdf,Most Favored Nation,"""Such Prices and Volume Discount Prices shall only be subject to increase once per year on each anniversary date of this Agreement, provided (i) Company provides Distributor with at least Ninety (90) days prior written notice of any such increase, and (ii) such increase does not exceed 5% of the preceding years Prices, except for reasons of force majeure, (Chapter 10), and Volume Discount Prices nor the lowest price charged to others for the same Product.""",Yes
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Document Name,NON-EXCLUSIVE DISTRIBUTOR AGREEMENT,NON-EXCLUSIVE DISTRIBUTOR AGREEMENT
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Parties,"SUNWAI Technology, Distributor, iMine Corporation, JRVS","iMine Corporation (""JRVS""); SUNWAI Technology (""Distributor"")"
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Agreement Date,19th day of July 2018,7/19/18
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Effective Date,"This Agreement shall become effective upon the date first written above and shall remain in full force and effect for a period of two years (2), unless earlier terminated pursuant to the provisions in this Agreement.",7/19/18
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Expiration Date,"This Agreement shall become effective upon the date first written above and shall remain in full force and effect for a period of two years (2), unless earlier terminated pursuant to the provisions in this Agreement.",7/19/20
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement.pdf,Governing Law,"This Agreement shall be governed by and construed pursuant to the laws of the State of Indiana, U.S.A., without reference to principals of conflicts of laws.",Indiana
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Document Name,EXCLUSIVE DISTRIBUTOR AGREEMENT,EXCLUSIVE DISTRIBUTOR AGREEMENT
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Parties,"Erchonia Corporation, Distributor, InnerScope Hearing Technologies Inc, Erchonia","Erchonia Corporation (""Erchonia""); InnerScope Hearing Technologies Inc (""Distributor"")"
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Expiration Date,"Unless terminated earlier as provided in this agreement, this Agreement shall have an initial term of three (3) years.",
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Renewal Term,This agreement shall automatically renew for a period of three (3) years and upon the parties mutual agreement on new minimum performance goals for the renewal period.,3 years
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,Governing Law,"This Agreement shall be governed in all respects by the laws of the United States and the State of Florida, except for conflict of laws provisions.",Florida
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Parties,"Distributor, Hydraspin and Distributor are sometimes hereinafter referred to individually as a ""Party"" and collectively as the ""Parties."", the ""Subsidiary,"" and collectively with Water Now, ""Hydraspin""), Hydraspin USA, Inc., WATER NOW, INC., BESTEV MANAGEMENT, LLC, Water Now","WATER NOW, INC.; (""Water Now""); Hydraspin USA, Inc. (""Subsidiary"", collectively with Water Now, ""Hydraspin""); BESTEV MANAGEMENT, LLC (""Distributor""); Hydraspin and Distributor (“Party” and collectively as the “Parties.”)"
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Agreement Date,"12th day of November, 2019",11/12/2019
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Effective Date,"12th day of November, 2019",11/12/2019
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Expiration Date,"The initial term of this Agreement shall commence on the Effective Date and end on the five (5) year anniversary of the Effective Date (the ""Initial Term""), unless sooner terminated pursuant to the terms hereo",11/12/2024
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Renewal Term,"Upon expiration of the Initial Term of this Agreement, this Agreement will automatically renew for additional, successive five (5) year periods unless either Party provides the other Party written notice of its desire to terminate at least one hundred twenty (120) days prior to the end of the Initial Term or any renewal.",successive 5 year
WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,Governing Law,"THIS AGREEMENT, AND THE RIGHTS AND OBLIGATIONS OF THE PARTIES, SHALL BE GOVERNED BY AND CONSTRUED AND ENFORCED IN ACCORDANCE WITH THE SUBSTANTIVE LAWS OF THE STATE OF TEXAS, U.S.A. WITHOUT REGARD TO ITS PRINCIPLES OF CONFLICTS OF LAWS.",Texas
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.pdf,Document Name,ENDORSEMENT AGREEMENT ADDENDUM I,ENDORSEMENT AGREEMENT ADDENDUM I
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.pdf,Parties,"(""NFLA""), Gridiron BioNutrients™, (""NFLA-NC""), National Football League Alumni, Inc, National Football League Alumni - Northern California Chapter, Food For Athletes, Inc, (collectively the ""Company"").","National Football League Alumni - Northern California Chapter (""NFLA-NC""); National Football League Alumni, Inc (""NFLA""); Food For Athletes, Inc./ Gridiron Gridiron BioNutrients™ (collectively, the ""Company"")"
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.pdf,Agreement Date,"November 7, 2017",11/07/2017
GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.pdf,Effective Date,"November 7, 2017",11/07/2017
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Document Name,ENDORSEMENT AGREEMENT,ENDORSEMENT AGREEMENT
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Parties,"Eco Science Solutions, Inc., Stephen Marley, Talent, ESSI","Eco Science Solutions, Inc (""ESSI""); Stephen Marley (""Talent"")"
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Agreement Date,14th day of November 2017,11/14/17
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Effective Date,14th day of November 2017,11/14/17
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Expiration Date,"The term of this Agreement shall be for one (1) year commencing on the Effective Date and automatically renewing annually thereafter, unless either party provides a thirty-day notice of written termination one to the other (""Term"").",11/14/18
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Renewal Term,"The term of this Agreement shall be for one (1) year commencing on the Effective Date and automatically renewing annually thereafter, unless either party provides a thirty-day notice of written termination one to the other (""Term"").",successive 1 year
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,Governing Law,"Regardless of the place of execution hereof, this Agreement, all amendments hereto, and any and all issues or controversies arising here from or related hereto, shall be governed by and construed exclusively in accordance with the laws and decisions of the State of Michigan.",Michigan
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Document Name,COLLABORATION & ENDORSEMENT AGREEMENT,COLLABORATION & ENDORSEMENT AGREEMENT
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Parties,"Wade Enterprises, Athlete and together with Naked, are each referred to herein as a ""Party"" and collectively, the ""Parties""., Naked, Athlete, Wade Enterprises, The Naked Brands Group, Inc., ""Athlete"" and together with Wade Enterprises, collectively ""Wade""), Wade Enterprises, LLC, f/s/o Dwyane Wade","The Naked Brands Group, Inc (""Naked""); Wade Enterprises, LLC (""Wade Enterprises""); f/s/o Dwayne Wade (""Athlete"" and together with Wade Enterprises (collectively, ""Wade""); Wade Enterprises, Athlete and togetherwith Naked, (“Party” and collectively, the “Parties”)"
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Agreement Date,"15th day of June, 2015",6/15/15
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Effective Date,"15th day of June, 2015",6/15/15
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Expiration Date,"The initial term of this Agreement shall be for a period of four (4) years, commencing on the Effective Date, which term may be extended for up to three (3) years by written agreement of both Parties prior to the expiration date of the initial term or any extension thereof (collectively, the ""Term"").",6/15/19
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Renewal Term,"In the event that either Wade or Naked wishes to extend the Term of the Agreement as contemplated above, it shall provide the other Party with written notice at least ninety (90) days prior to the expiration of the Term., The other Party will then have a period of fourteen (14) days from the date of the notice to indicate whether it also desires to extend the Term, on the terms and conditions set forth herein and if no such indication is made, the other Party will be deemed to have declined the offer to extend, The initial term of this Agreement shall be for a period of four (4) years, commencing on the Effective Date, which term may be extended for up to three (3) years by written agreement of both Parties prior to the expiration date of the initial term or any extension thereof (collectively, the ""Term"").",three (3) years
NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement.pdf,Governing Law,"This Agreement, all amendments hereto, and any and all issues or controversies arising here from or related hereto, shall be governed by and construed exclusively in accordance with the laws of the State of New York.",New York
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,Document Name,GAS FRANCHISE AGREEMENT,GAS FRANCHISE AGREEMENT
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,Parties,"TOWN OF VINTON, VIRGINIA, ROANOKE GAS COMPANY, Grantor, Grantee","TOWN OF VINTON, VIRGINIA (""Grantor""); ROANOKE GAS COMPANY (""Grantee"")"
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,Agreement Date,"17th day of November, 2015",11/17/15
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,Effective Date,"The effective date of the Franchise will be January 1, 2016.",01/01/2016
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.pdf,Expiration Date,"The term of the Franchise shall be twenty (20) years, commencing on January 1, 2016.",01/01/1936
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Document Name,MASTER FRANCHISE AGREEMENT,MASTER FRANCHISE AGREEMENT
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Parties,"Franchisor, Smaaash Entertainment Private Limited, I-AM Capital Acquisition Company, Franchisee","Smaaash Entertainment Private Limited (""Franchisor""); I-AM Capital Acquisition Company (""Franchise"")"
SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.pdf,Agreement Date,"20t h day of November, 2018",11/20/18
